author_name,quote_text,quote_furigana,category_name
ゲーテ,詩は、言葉で描かれた絵画である。,しは、ことばでえがかれたかいがである。,文学
ゲーテ,自然を理解することで、人間は自分自身を理解する。,しぜんをりかいすることで、にんげんはじぶんじしんをりかいする。,自然
ゲーテ,愛は、相手の中に自分の理想を見出すことだ。,あいは、あいてのなかにじぶんのりそうをみいだすことだ。,愛
ゲーテ,色彩は、光と闇が出会うところに生まれる。,しきさいは、ひかりとやみがであうところにうまれる。,絵画
ゲーテ,想像力は、現実を超越する力を持つ。,そうぞうりょくは、げんじつをちょうえつするちからをもつ。,想像力
ゲーテ,知識だけでは不十分だ。それを実践に移すことが大切だ。,ちしきだけではふじゅうぶんだ。それをじっせんにうつすことがたいせつだ。,学び
ゲーテ,友情は、人生の最も美しい装飾である。,ゆうじょうは、じんせいのもっともうつくしいそうしょくである。,友情
ゲーテ,逆境は、人間の真の価値を明らかにする。,ぎゃっきょうは、にんげんのしんのかちをあきらかにする。,逆境
ゲーテ,成功への道は、失敗から学ぶことにある。,せいこうへのみちは、しっぱいからまなぶことにある。,成功
ゲーテ,創造性は、既存の要素を新しい方法で組み合わせることだ。,そうぞうせいは、きぞんのようそをあたらしいほうほうでくみあわせることだ。,創造性
ゲーテ,音楽は、感情を直接的に伝える言語である。,おんがくは、かんじょうをちょくせつてきにつたえるげんごである。,音楽
ゲーテ,教養とは、知識を人生に活かす技術である。,きょうようとは、ちしきをじんせいにいかすぎじゅつである。,教養
ゲーテ,感謝の心は、人生を豊かにする最も確実な方法だ。,かんしゃのこころは、じんせいをゆたかにするもっともかくじつなほうほうだ。,感謝
ゲーテ,真の表現は、魂の深奥から湧き上がる。,しんのひょうげんは、たましいのしんおうからわきあがる。,表現
ゲーテ,調和のとれた人生こそが、最高の芸術作品である。,ちょうわのとれたじんせいこそが、さいこうのげいじゅつさくひんである。,調和
ゲーテ,希望は、人生の暗闇を照らす光である。,きぼうは、じんせいのくらやみをてらすひかりである。,希望
ゲーテ,哲学は、人生の深い意味を探求する営みである。,てつがくは、じんせいのふかいいみをたんきゅうするいとなみである。,哲学
ヘルマン・ヘッセ,鳥は卵から抜け出そうと戦う。卵は世界である。生まれようと欲する者は、世界を破壊せねばならない。,とりはたまごからぬけでそうとたたかう。たまごはせかいである。うまれようとほっするものは、せかいをはかいせねばならない。,挑戦
ヘルマン・ヘッセ,知恵は伝達できない。知恵は発見できるし、それによって生きることもできるが、知恵を語ったり教えたりすることはできない。,ちえはでんたつできない。ちえははっけんできるし、それによっていきることもできるが、ちえをかたったりおしえたりすることはできない。,知識
ヘルマン・ヘッセ,愛することは簡単だが、愛されることは難しい。,あいすることはかんたんだが、あいされることはむずかしい。,愛
ヘルマン・ヘッセ,自分の内部にある善いものを発見し、それを育てることができれば、その人は幸せになることができる。,じぶんのないぶにあるよいものをはっけんし、それをそだてることができれば、そのひとはしあわせになることができる。,幸福
ヘルマン・ヘッセ,人生の意味は、人生を生きることの中にある。,じんせいのいみは、じんせいをいきることのなかにある。,哲学
ヘルマン・ヘッセ,真の職業は、ただ一つ。自分になることだ。,しんのしょくぎょうは、ただひとつ。じぶんになることだ。,成功
ヘルマン・ヘッセ,苦悩は終わりがない。しかし、それは同時に聖なるものでもある。,くのうはおわりがない。しかし、それはどうじにせいなるものでもある。,逆境
ヘルマン・ヘッセ,友情は、人生の慰めであり、人生の美しさの一つである。,ゆうじょうは、じんせいのなぐさめであり、じんせいのうつくしさのひとつである。,友情
ヘルマン・ヘッセ,本当に生きるためには、一度死ななければならない。,ほんとうにいきるためには、いちどしななければならない。,哲学
ヘルマン・ヘッセ,世界は変わりたがっている。あなたがそれを助けることができる。,せかいはかわりたがっている。あなたがそれをたすけることができる。,希望
ヘルマン・ヘッセ,自分自身の中にある光を見つけることができれば、外の世界の闇は問題ではない。,じぶんじしんのなかにあるひかりをみつけることができれば、そとのせかいのやみはもんだいではない。,哲学
ヘルマン・ヘッセ,読書は、自分自身との対話である。,どくしょは、じぶんじしんとのたいわである。,学び
ヘルマン・ヘッセ,時間は流れる川のようなものだ。同じ水は二度と流れない。,じかんはながれるかわのようなものだ。おなじみずはにどとながれない。,哲学
ヘルマン・ヘッセ,魂の成長には、孤独が必要である。,たましいのせいちょうには、こどくがひつようである。,魂
ヘルマン・ヘッセ,人は自分の運命を愛さなければならない。,ひとはじぶんのうんめいをあいさなければならない。,哲学
ヘルマン・ヘッセ,美しいものは、それを理解する者にとってのみ美しい。,うつくしいものは、それをりかいするもののみにとってうつくしい。,表現
ヘルマン・ヘッセ,自分の心の声に耳を傾けることができる人は、世界の声を聞くことができる。,じぶんのこころのこえにみみをかたむけることができるひとは、せかいのこえをきくことができる。,魂
カミュ,人生に意味なんてない。しかし、生きる価値はある。,じんせいにいみなんてない。しかし、いきるかちはある。,哲学
カミュ,冬の最中に、私は自分の内部に不屈の夏があることを知った。,ふゆのさいちゅうに、わたしはじぶんのないぶにふくつのなつがあることをしった。,希望
カミュ,真に深刻な哲学的問題は一つしかない。それは自殺である。,しんにしんこくなてつがくてきもんだいはひとつしかない。それはじさつである。,哲学
カミュ,人間は自分の運命に反抗することによって、自分の価値を証明する。,にんげんはじぶんのうんめいにはんこうすることによって、じぶんのかちをしょうめいする。,挑戦
カミュ,不条理なものと向き合うことは、それを受け入れることではない。,ふじょうりなものとむきあうことは、それをうけいれることではない。,逆境
カミュ,自由とは、より良くなるチャンスにほかならない。,じゆうとは、よりよくなるちゃんすにほかならない。,希望
カミュ,シーシュポスは幸福だったに違いない。,しーしゅぽすはこうふくだったにちがいない。,幸福
カミュ,人間の唯一の義務は、生きることである。,にんげんのゆいいつのぎむは、いきることである。,哲学
カミュ,真の絶望は、希望を知らない者にのみ訪れる。,しんのぜつぼうは、きぼうをしらないもののみにおとずれる。,希望
カミュ,人生は生きる価値があるか?それは人生を生きることによってのみ答えられる問題である。,じんせいはいきるかちがあるか?それはじんせいをいきることによってのみこたえられるもんだいである。,哲学
カミュ,愛の反対は憎しみではなく、無関心である。,あいのはんたいはにくしみではなく、むかんしんである。,愛
カミュ,芸術とは、時代を超越した人間の証言である。,げいじゅつとは、じだいをちょうえつしたにんげんのしょうげんである。,表現
カミュ,人間の尊厳は、反抗することの中にある。,にんげんのそんげんは、はんこうすることのなかにある。,挑戦
カミュ,創造することは、生きることの二倍の価値がある。,そうぞうすることは、いきることのにばいのかちがある。,創造性
カミュ,友情は、人生の唯一の確実性である。,ゆうじょうは、じんせいのゆいいつのかくじつせいである。,友情
カミュ,太陽は、人間の心に光を与える。,たいようは、にんげんのこころにひかりをあたえる。,自然
カミュ,偉大な行動と偉大な思想には、すべて些細な始まりがある。,いだいなこうどうといだいなしそうには、すべてささいなはじまりがある。,成功
ヴァン・ゴッホ,僕は絵を描くために生まれてきた。,ぼくはえをかくためにうまれてきた。,絵画
ヴァン・ゴッホ,偉大なことは、偉大な愛によってのみ成し遂げられる。,いだいなことは、いだいなあいによってのみなしとげられる。,愛
ヴァン・ゴッホ,絵を描くことは、生きることそのものである。,えをかくことは、いきることそのものである。,絵画
ヴァン・ゴッホ,美しい景色を見る時、私は何も考えない。ただ描くだけだ。,うつくしいけしきをみるとき、わたしはなにもかんがえない。ただかくだけだ。,絵画
ヴァン・ゴッホ,色彩は、それ自体で何かを表現する。,しきさいは、それじたいでなにかをひょうげんする。,表現
ヴァン・ゴッホ,僕は星の夜を描きたい。,ぼくはほしのよるをえがきたい。,絵画
ヴァン・ゴッホ,苦悩を通して創造する。それが芸術家の使命である。,くのうをつうじてそうぞうする。それがげいじゅつかのしめいである。,創造性
ヴァン・ゴッホ,私は自然の中に神を見る。,わたしはしぜんのなかにかみをみる。,自然
ヴァン・ゴッホ,真の芸術家は、内なる炎によって燃える。,しんのげいじゅつかは、うちなるほのおによってもえる。,表現
ヴァン・ゴッホ,孤独は、創造の源泉である。,こどくは、そうぞうのげんせんである。,創造性
ヴァン・ゴッホ,私は普通の人間として生きたかった。しかし、芸術が私を呼んだ。,わたしはふつうのにんげんとしていきたかった。しかし、げいじゅつがわたしをよんだ。,表現
ヴァン・ゴッホ,愛は永遠であり、それを表現することが私の使命である。,あいはえいえんであり、それをひょうげんすることがわたしのしめいである。,愛
ヴァン・ゴッホ,ひまわりは、太陽への愛を表現している。,ひまわりは、たいようへのあいをひょうげんしている。,絵画
ヴァン・ゴッホ,私は心で描き、感情で色を塗る。,わたしはこころでえがき、かんじょうでいろをぬる。,絵画
ヴァン・ゴッホ,人生は短い。しかし、芸術は永遠である。,じんせいはみじかい。しかし、げいじゅつはえいえんである。,表現
ヴァン・ゴッホ,友情は、人生の最も美しい宝物である。,ゆうじょうは、じんせいのもっともうつくしいたからものである。,友情
ヴァン・ゴッホ,芸術は、人間の魂を慰めるものでなければならない。,げいじゅつは、にんげんのたましいをなぐさめるものでなければならない。,表現
フローレンス・ナイチンゲール,天使とは美しい花を撒く者ではなく、苦痛の者のために戦う者である。,てんしとはうつくしいはなをまくものではなく、くつうのもののためにたたかうものである。,信仰
フローレンス・ナイチンゲール,看護は、最も古くかつ最も新しい芸術である。,かんごは、もっともふるくかつもっともあたらしいげいじゅつである。,教え
フローレンス・ナイチンゲール,進歩とは、変化の法則である。,しんぽとは、へんかのほうそくである。,進歩
フローレンス・ナイチンゲール,統計は、最も重要な科学である。なぜなら、それは人間の生命に関わるからである。,とうけいは、もっともじゅうようなかがくである。なぜなら、それはにんげんのせいめいにかかわるからである。,科学
フローレンス・ナイチンゲール,自然の法則に従うことが、健康の第一歩である。,しぜんのほうそくにしたがうことが、けんこうのだいいっぽである。,自然
フローレンス・ナイチンゲール,人間の生命ほど神聖なものはない。,にんげんのせいめいほどしんせいなものはない。,生命
フローレンス・ナイチンゲール,教育とは、人間の可能性を最大限に引き出すことである。,きょういくとは、にんげんのかのうせいをさいだいげんにひきだすことである。,学び
フローレンス・ナイチンゲール,現状に満足することは、進歩の敵である。,げんじょうにまんぞくすることは、しんぽのてきである。,進歩
フローレンス・ナイチンゲール,真のリーダーシップは、他者に奉仕することから始まる。,しんのりーだーしっぷは、たしゃにほうしすることからはじまる。,リーダーシップ
フローレンス・ナイチンゲール,観察は、すべての知識の基礎である。,かんさつは、すべてのちしきのきそである。,知識
フローレンス・ナイチンゲール,効率性は、時間の最良の使い方である。,こうりつせいは、じかんのさいりょうのつかいかたである。,効率化
フローレンス・ナイチンゲール,病気は、自然の修復過程である。,びょうきは、しぜんのしゅうふくかていである。,自然
フローレンス・ナイチンゲール,清潔さは、神への畏敬の念の表れである。,せいけつさは、かみへのいけいのねんのあらわれである。,信仰
フローレンス・ナイチンゲール,女性は、社会を変える力を持っている。,じょせいは、しゃかいをかえるちからをもっている。,希望
フローレンス・ナイチンゲール,苦痛を和らげることは、人間の最も神聖な使命である。,くつうをやわらげることは、にんげんのもっともしんせいなしめいである。,教え
フローレンス・ナイチンゲール,改革は、一人の献身的な努力から始まる。,かいかくは、ひとりのけんしんてきなどりょくからはじまる。,挑戦
フローレンス・ナイチンゲール,環境は、人間の健康に最も重要な影響を与える。,かんきょうは、にんげんのけんこうにもっともじゅうようなえいきょうをあたえる。,環境
マリ・アントワネット,勇気は私を見捨てないでしょう。,ゆうきはわたしをみすてないでしょう。,挑戦
マリ・アントワネット,美しさは、心の中にある宝物です。,うつくしさは、こころのなかにあるたからものです。,幸福
マリ・アントワネット,母となって初めて、真の愛を知りました。,ははとなってはじめて、しんのあいをしりました。,家族
マリ・アントワネット,人生は短い。だからこそ、美しいものを愛しなさい。,じんせいはみじかい。だからこそ、うつくしいものをあいしなさい。,愛
マリ・アントワネット,自然の中にこそ、真の平和があります。,しぜんのなかにこそ、しんのへいわがあります。,自然
マリ・アントワネット,音楽は、悲しみを癒やす薬です。,おんがくは、かなしみをいやすくすりです。,音楽
マリ・アントワネット,友情は、人生の最も甘い喜びです。,ゆうじょうは、じんせいのもっともあまいよろこびです。,友情
マリ・アントワネット,困難な時こそ、品格を保つことが大切です。,こんなんなときこそ、ひんかくをたもつことがたいせつです。,逆境
マリ・アントワネット,希望は、心の中で決して消えない光です。,きぼうは、こころのなかできっしてきえないひかりです。,希望
マリ・アントワネット,子供たちの笑顔こそが、この世で最も美しいものです。,こどもたちのえがおこそが、このよでもっともうつくしいものです。,家族
マリ・アントワネット,愛は、すべての苦しみを和らげてくれます。,あいは、すべてのくるしみをやわらげてくれます。,愛
マリ・アントワネット,花のように、女性は美しく、そして強くなければなりません。,はなのように、じょせいはうつくしく、そしてつよくなければなりません。,幸福
マリ・アントワネット,過去を悔やむより、今を大切に生きなさい。,かこをくやむより、いまをたいせつにいきなさい。,哲学
マリ・アントワネット,祈りは、心の平安をもたらします。,いのりは、こころのへいあんをもたらします。,祈り
マリ・アントワネット,真の高貴さは、血筋ではなく行いにあります。,しんのこうきさは、ちすじではなくおこないにあります。,教養
マリ・アントワネット,感謝の心を持つことが、幸福への第一歩です。,かんしゃのこころをもつことが、こうふくへのだいいっぽです。,感謝
マリ・アントワネット,運命に立ち向かう時、女性は最も美しく輝きます。,うんめいにたちむかうとき、じょせいはもっともうつくしくかがやきます。,挑戦
エレノア・ルーズベルト,誰もあなたの同意なしには、あなたを見下すことはできない。,だれもあなたのどういなしには、あなたをみくだすことはできない。,挑戦
エレノア・ルーズベルト,偉大な心は目的を持ち、普通の心は願望を持つ。,いだいなこころはもくてきをもち、ふつうのこころはがんぼうをもつ。,目標設定
エレノア・ルーズベルト,未来は、それを信じる人々のものである。,みらいは、それをしんじるひとびとのものである。,希望
エレノア・ルーズベルト,人権は、すべての人間の基本的な権利である。,じんけんは、すべてのにんげんのきほんてきなけんりである。,教え
エレノア・ルーズベルト,恐れに立ち向かうことで、私たちは成長する。,おそれにたちむかうことで、わたしたちはせいちょうする。,挑戦
エレノア・ルーズベルト,女性は、自分の可能性を信じなければならない。,じょせいは、じぶんのかのうせいをしんじなければならない。,挑戦
エレノア・ルーズベルト,友情は、人生の最も価値ある贈り物である。,ゆうじょうは、じんせいのもっともかちあるおくりものである。,友情
エレノア・ルーズベルト,教育は、人間の最も重要な権利である。,きょういくは、にんげんのもっともじゅうようなけんりである。,学び
エレノア・ルーズベルト,リーダーシップは、他者を鼓舞することから始まる。,りーだーしっぷは、たしゃをこぶすることからはじまる。,リーダーシップ
エレノア・ルーズベルト,善行は、小さなことから始まる。,ぜんこうは、ちいさなことからはじまる。,希望
エレノア・ルーズベルト,自分を信じることが、成功への第一歩である。,じぶんをしんじることが、せいこうへのだいいっぽである。,成功
エレノア・ルーズベルト,平和は、正義なくしては実現できない。,へいわは、せいぎなくしてはじつげんできない。,教え
エレノア・ルーズベルト,経験は、人生の最良の教師である。,けいけんは、じんせいのさいりょうのきょうしである。,学び
エレノア・ルーズベルト,勇気は、恐れを感じながらも行動することである。,ゆうきは、おそれをかんじながらもこうどうすることである。,挑戦
エレノア・ルーズベルト,愛は、人間関係の基盤である。,あいは、にんげんかんけいのきばんである。,愛
エレノア・ルーズベルト,困難は、強さを育てる機会である。,こんなんは、つよさをそだてるきかいである。,逆境
エレノア・ルーズベルト,信頼は、関係性の土台である。,しんらいは、かんけいせいのどだいである。,信頼
モーツァルト,音楽は人間の心を直接語りかける言語である。,おんがくはにんげんのこころをちょくせつかたりかけるげんごである。,音楽
モーツァルト,困難は、それを克服する人にとって宝石である。,こんなんは、それをこくふくするひとにとってほうせきである。,逆境
モーツァルト,音楽は、心の薬である。,おんがくは、こころのくすりである。,音楽
モーツァルト,美しいメロディーは、神からの贈り物である。,うつくしいめろでぃーは、かみからのおくりものである。,創造性
モーツァルト,音楽に国境はない。,おんがくにこっきょうはない。,音楽
モーツァルト,情熱なくして、偉大な音楽は生まれない。,じょうねつなくして、いだいなおんがくはうまれない。,音楽
モーツァルト,作曲は、神との対話である。,さっきょくは、かみとのたいわである。,創造性
モーツァルト,音楽は、時間を超越した芸術である。,おんがくは、じかんをちょうえつしたげいじゅつである。,音楽
モーツァルト,練習は、才能を開花させる鍵である。,れんしゅうは、さいのうをかいかさせるかぎである。,努力
モーツァルト,純粋な心こそが、美しい音楽を創造する。,じゅんすいなこころこそが、うつくしいおんがくをそうぞうする。,創造性
モーツァルト,音楽は、魂の声である。,おんがくは、たましいのこえである。,音楽
モーツァルト,軽やかさの中に、深い意味がある。,かるやかさのなかに、ふかいいみがある。,表現
モーツァルト,完璧な調和こそが、美の本質である。,かんぺきなちょうわこそが、びのほんしつである。,調和
モーツァルト,音楽は、人生の喜びを表現する。,おんがくは、じんせいのよろこびをひょうげんする。,音楽
モーツァルト,即興演奏は、心の自由な表現である。,そっきょうえんそうは、こころのじゆうなひょうげんである。,表現
モーツァルト,友情は、人生の最も美しい音楽である。,ゆうじょうは、じんせいのもっともうつくしいおんがくである。,友情
モーツァルト,音楽は、永遠の言語である。,おんがくは、えいえんのげんごである。,音楽
ココ・シャネル,ファッションは廃れるが、スタイルは永遠である。,ふぁっしょんはすたれるが、すたいるはえいえんである。,表現
ココ・シャネル,贅沢とは反対のもの、それは下品である。,ぜいたくとははんたいのもの、それはげひんである。,表現
ココ・シャネル,女性の自立こそが、真の美しさである。,じょせいのじりつこそが、しんのうつくしさである。,成功
ココ・シャネル,シンプルさは、究極の洗練である。,しんぷるさは、きゅうきょくのせんれんである。,表現
ココ・シャネル,美しさは、内面から輝くものである。,うつくしさは、ないめんからかがやくものである。,幸福
ココ・シャネル,革新は、伝統を打ち破ることから始まる。,かくしんは、でんとうをうちやぶることからはじまる。,挑戦
ココ・シャネル,自分らしさこそが、最高のファッションである。,じぶんらしさこそが、さいこうのふぁっしょんである。,表現
ココ・シャネル,女性は、快適でいることができれば美しい。,じょせいは、かいてきでいることができればうつくしい。,幸福
ココ・シャネル,成功は、諦めない心から生まれる。,せいこうは、あきらめないこころからうまれる。,成功
ココ・シャネル,真のエレガンスは、拒絶する力を持つことである。,しんのえれがんすは、きょぜつするちからをもつことである。,表現
ココ・シャネル,黒は、すべての色を包含する。,くろは、すべてのいろをほうがんする。,表現
ココ・シャネル,愛は、人生の最も美しい冒険である。,あいは、じんせいのもっともうつくしいぼうけんである。,愛
ココ・シャネル,自信は、最高のアクセサリーである。,じしんは、さいこうのあくせさりーである。,成功
ココ・シャネル,創造性は、制約から生まれる。,そうぞうせいは、せいやくからうまれる。,創造性
ココ・シャネル,女性は、年齢とともに美しくなる。,じょせいは、ねんれいとともにうつくしくなる。,幸福
ココ・シャネル,香水は、目に見えないドレスである。,こうすいは、めにみえないどれすである。,表現
ココ・シャネル,時代を変えるのは、勇気ある個人の行動である。,じだいをかえるのは、ゆうきあるこじんのこうどうである。,リーダーシップ
アンネ・フランク,すべての人の心には善がある。,すべてのひとのこころにはぜんがある。,希望
アンネ・フランク,私は世界平和を信じている。,わたしはせかいへいわをしんじている。,希望
アンネ・フランク,書くことは、私の人生を意味あるものにする。,かくことは、わたしのじんせいをいみあるものにする。,文学
アンネ・フランク,希望は、どんな暗闇でも消えることはない。,きぼうは、どんなくらやみでもきえることはない。,希望
アンネ・フランク,困難な時代でも、人生は美しい。,こんなんなじだいでも、じんせいはうつくしい。,幸福
アンネ・フランク,自然は、心の慰めを与えてくれる。,しぜんは、こころのなぐさめをあたえてくれる。,自然
アンネ・フランク,友情は、孤独を癒やしてくれる。,ゆうじょうは、こどくをいやしてくれる。,友情
アンネ・フランク,家族の愛は、何よりも大切である。,かぞくのあいは、なによりもたいせつである。,家族
アンネ・フランク,若さは、希望そのものである。,わかさは、きぼうそのものである。,希望
アンネ・フランク,日記は、私の最も親しい友人である。,にっきは、わたしのもっともしたしいゆうじんである。,文学
アンネ・フランク,人間は、互いに理解し合うことができる。,にんげんは、たがいにりかいしあうことができる。,信頼
アンネ・フランク,教育は、自由への道である。,きょういくは、じゆうへのみちである。,学び
アンネ・フランク,愛は、憎しみよりも強い。,あいは、にくしみよりもつよい。,愛
アンネ・フランク,想像力は、現実を超越する力である。,そうぞうりょくは、げんじつをちょうえつするちからである。,想像力
アンネ・フランク,勇気は、恐れを知りながらも前進することである。,ゆうきは、おそれをしりながらもぜんしんすることである。,挑戦
アンネ・フランク,未来は、今日の行動によって決まる。,みらいは、きょうのこうどうによってきまる。,未来
アンネ・フランク,笑顔は、どんな暗闇も照らすことができる。,えがおは、どんなくらやみもてらすことができる。,希望
アンネ・フランク,感謝の気持ちは、心を豊かにする。,かんしゃのきもちは、こころをゆたかにする。,感謝
ティム・クック,直感は、あなたが通り過ぎるべく開かれているドアの存在を教えてくれるのだ。だが、ドアの向こうにあるものまでは用意してくれない。,ちょっかんは、あなたがとおりすぎるべくひらかれているドアのそんざいをおしえてくれるのだ。だが、ドアのむこうにあるものまではよういしてくれない。,創造性
ブライアン・チェスキー,信頼とコミュニティの構築を重視し、見知らぬ人同士をつなぐプラットフォームを成功させた。,しんらいとコミュニティのこうちくをじゅうししし、みしらぬひとどうしをつなぐプラットフォームをせいこうさせた。,信頼
ブライアン・チェスキー,COVID-19パンデミックでの困難な時期も乗り越え、危機管理能力を発揮した。,COVID-19パンデミックでのこんなんなじきものりこえ、ききかんりのうりょくをはっきした。,逆境
ブライアン・チェスキー,シェアリングエコノミーの発展に貢献し、新しいビジネスモデルを創造した。,シェアリングエコノミーのはってんにこうけんし、あたらしいビジネスモデルをそうぞうした。,起業
ブライアン・チェスキー,人々の生活に価値を提供することがビジネスの本質だ。,ひとびとのせいかつにかちをていきょうすることがビジネスのほんしつだ。,愛
ブライアン・チェスキー,小さなアイデアから大きな変革が生まれることがある。,ちいさなアイデアからおおきなへんかくがうまれることがある。,創造性
ブライアン・チェスキー,失敗を恐れずに実験し続けることが成長につながる。,しっぱいをおそれずにじっけんしつづけることがせいちょうにつながる。,挑戦
ブライアン・チェスキー,顧客の声に耳を傾け、それに基づいて改善し続ける。,こきゃくのこえにみみをかたむけ、それにもとづいてかいぜんしつづける。,目標設定
ブライアン・チェスキー,文化の違いを理解し、尊重することがグローバルビジネスの基本だ。,ぶんかのちがいをりかいし、そんちょうすることがグローバルビジネスのきほんだ。,調和
ブライアン・チェスキー,テクノロジーは人と人をつなぐためのツールである。,テクノロジーはひととひとをつなぐためのツールである。,技術革新
ブライアン・チェスキー,持続可能な成長には、社会への貢献が不可欠だ。,じぞくかのうなせいちょうには、しゃかいへのこうけんがふかけつだ。,環境
ブライアン・チェスキー,チームの多様性が創造力を高める。,チームのたようせいがそうぞうりょくをたかめる。,チームワーク
ブライアン・チェスキー,変化に適応する能力が競争力の源泉だ。,へんかにてきおうするのうりょくがきょうそうりょくのげんせんだ。,挑戦
ブライアン・チェスキー,真のイノベーションは既存の枠組みを超えたところにある。,しんのイノベーションはきそんのわくぐみをこえたところにある。,創造性
ブライアン・チェスキー,共感力こそがリーダーシップの基盤である。,きょうかんりょくこそがリーダーシップのきばんである。,リーダーシップ
ブライアン・チェスキー,データだけでなく、直感も大切にする。,データだけでなく、ちょっかんもたいせつにする。,目標設定
ブライアン・チェスキー,長期的なビジョンと短期的な実行のバランスが重要だ。,ちょうきてきなビジョンとたんきてきなじっこうのバランスがじゅうようだ。,目標設定
ブライアン・チェスキー,成功は一人では達成できない。チーム全体の力が必要だ。,せいこうはひとりではたっせいできない。チームぜんたいのちからがひつようだ。,チームワーク
ブライアン・チェスキー,困難な時こそ、真のリーダーシップが試される。,こんなんなときこそ、しんのリーダーシップがためされる。,逆境
ブライアン・チェスキー,世界中の人々が互いを理解し合える場を作りたい。,せかいじゅうのひとびとがたがいをりかいしあえるばをつくりたい。,愛
ティム・クック,人生の目的を見つけるのに15年もかかった。,じんせいのもくてきをみつけるのにじゅうごねんもかかった。,哲学
ティム・クック,私は、スティーブが何を成し遂げたかや何を言ったかではなく、彼が何を体現してきたかという点で尊敬している。,わたしは、スティーブがなにをなしとげたかやなにをいったかではなく、かれがなにをたいげんしてきたかというてんでそんけいしている。,リーダーシップ
ティム・クック,人生の中の楽しみとは冒険の中にある。,じんせいのなかのたのしみとはぼうけんのなかにある。,挑戦
ティム・クック,勝利とは最大になることについて言うのではない。,しょうりとはさいだいになることについていうのではない。,成功
ティム・クック,盲目の人が私達のデバイスを使えるようにするべく働いている時、私は投資利益率のことなんて全く考えていない。,もうもくのひとがわたしたちのデバイスをつかえるようにするべくはたらいているとき、わたしはとうしりえきりつのことなんてまったくかんがえていない。,哲学
ティム・クック,Appleは、大胆に捨て去る決断を下せる規範を持ち続けている。,Appleは、だいたんにすてさるけつだんをくだせるきはんをもちつづけている。,技術革新
ティム・クック,努力を怠らず、準備することの大切さを忘れてはいけない。,どりょくをおこたらず、じゅんびすることのたいせつさをわすれてはいけない。,努力
ティム・クック,私たちには価値観が必要だ。価値観なしには、あなたは自分が誰なのかわからなくなる。,わたしたちにはかちかんがひつようだ。かちかんなしには、あなたはじぶんがだれなのかわからなくなる。,哲学
ティム・クック,多様性とインクルージョンは、私たちのDNAの一部です。,たようせいとインクルージョンは、わたしたちのDNAのいちぶです。,チームワーク
ティム・クック,世界は今、君たちを必要としている。,せかいはいま、きみたちをひつようとしている。,希望
ティム・クック,私のプライバシーを捧げる価値は十分にある。誰かを助けることが出来るのなら。,わたしのプライバシーをささげるかちはじゅうぶんにある。だれかをたすけることができるのなら。,愛
ティム・クック,社会には、あなたのことを小馬鹿にする人がたくさんいるだろう。しかし、バカにするやつは放っておけ。,しゃかいには、あなたのことをこばかにするひとがたくさんいるだろう。しかし、バカにするやつはほうっておけ。,逆境
ティム・クック,協働性、創造力、好奇心、専門知識。この4つのスキルが重要だ。,きょうどうせい、そうぞうりょく、こうきしん、せんもんちしき。このよっつのスキルがじゅうようだ。,チームワーク
ティム・クック,屋根を直すとしたら、よく晴れた日に限る。,やねをなおすとしたら、よくはれたひにかぎる。,効率化
ティム・クック,最も重要なのは、従業員に求める4つのスキルの順番を理解することだ。,もっともじゅうようなのは、じゅうぎょういんにもとめるよっつのスキルのじゅんばんをりかいすることだ。,リーダーシップ
ティム・クック,テクノロジーだけでは十分ではない。人文学と結婚したテクノロジーが必要だ。,テクノロジーだけではじゅうぶんではない。じんぶんがくとけっこんしたテクノロジーがひつようだ。,技術革新
ティム・クック,私たちはお客様のプライバシーを守ることに情熱を注いでいる。,わたしたちはおきゃくさまのプライバシーをまもることにじょうねつをそそいでいる。,信頼
ティム・クック,環境問題は議論の余地がない。行動あるのみだ。,かんきょうもんだいはぎろんのよちがない。こうどうあるのみだ。,環境
ティム・クック,今日や明日、来月に株価が上がろうが下がろうが、私にはどうでもいい。,きょうやあした、らいげつにかぶかがあがろうがさがろうが、わたしにはどうでもいい。,目標設定
ティム・クック,もし私に何かあっても、翌日には仕事はかなりうまく回っているだろう。,もしわたしになにかあっても、よくじつにはしごとはかなりうまくまわっているだろう。,チームワーク
ティム・クック,65歳で引退したい人は、バークシャーのCEOになる資格がない。,ろくじゅうごさいでいんたいしたいひとは、バークシャーのCEOになるしかくがない。,リーダーシップ
サティア・ナデラ,最高のコードとは、詩なのである。,さいこうのコードとは、しなのである。,創造性
サティア・ナデラ,より少ないリソースでより多くのことを実現する。,よりすくないリソースでよりおおくのことをじつげんする。,効率化
サティア・ナデラ,知識に対する好奇心や飢えこそが私のアイデンティティー。,ちしきにたいするこうきしんやうえこそがわたしのアイデンティティー。,学び
サティア・ナデラ,クリケットからチームワークやリーダーシップについて学んだ。,クリケットからチームワークやリーダーシップについてまなんだ。,チームワーク
サティア・ナデラ,おじけづき、ためらってしまうような場面でも気迫と熱意で立ち向かう。,おじけづき、ためらってしまうようなばめんでもきはくとねついでたちむかう。,挑戦
サティア・ナデラ,自分個人の成績や評判よりも、チームを第一に考える。,じぶんこじんのせいせきやひょうばんよりも、チームをだいいちにかんがえる。,チームワーク
