word,reading,meaning,example,type,category_id
肩をすり合わせる,かたをすりあわせる,近い距離で協力する。,部署同士が肩をすり合わせて進めた。,慣用句,13
胸に手を当て直す,むねにてをあてなおす,自分を省みて考え直す。,胸に手を当て直して判断した。,慣用句,10
胸を開く,むねをひらく,隠し事なく打ち明ける。,若手に胸を開いて対話した。,慣用句,2
胸をすく,むねをすく,溜飲が下がってすっきりする。,正論が通り胸をすいた。,慣用句,10
胸をふくらませる,むねをふくらませる,期待に胸をふくらませる。,新天地に胸をふくらませた。,慣用句,11
腹を据え直す,はらをすえなおす,改めて覚悟を固める。,最終局面に向けて腹を据え直した。,慣用句,12
腹を固める,はらをかためる,決意を固める。,独立に向けて腹を固めた。,慣用句,12
腹にしまう,はらにしまう,本心を胸の内にとどめる。,今は腹にしまっておこう。,慣用句,10
背を伸ばす,せをのばす,自信を持って姿勢を正す。,壇上で背を伸ばした。,慣用句,12
背中で語る,せなかでかたる,行動で示す。,結果で背中で語った。,慣用句,12
背中を預ける,せなかをあずける,相手を信頼して任せる。,相棒に背中を預けられる関係だ。,慣用句,13
腰を上げない,こしをあげない,なかなか行動しない。,警告されても腰を上げない。,慣用句,5
腰を落とす,こしをおとす,腰を下ろしてじっくり取り組む。,研究に腰を落とした。,慣用句,1
手を合わせる,てをあわせる,協調して事に当たる。,関係者が手を合わせて再建した。,慣用句,13
手を握り直す,てをにぎりなおす,協力関係を結び直す。,対立を越えて手を握り直した。,慣用句,13
手を広げない,てをひろげない,無闇に領域を増やさない。,まずは手を広げないで集中する。,慣用句,7
手を固める,てをかためる,体制や準備を整える。,選挙に向けて手を固めた。,慣用句,12
手を離す,てをはなす,世話や管理をやめる。,プロジェクトから手を離した。,慣用句,15
手を添える,てをそえる,支援して助ける。,若手の挑戦に手を添えた。,慣用句,13
手を取り直す,てをとりなおす,姿勢を整え仕切り直す。,失敗を経て手を取り直した。,慣用句,14
指をそろえる,ゆびをそろえる,整然と準備する・礼を正す。,窓口では書類と指をそろえて待つ。,慣用句,10
指を立てる,ゆびをたてる,注意を促す・合図する。,危険箇所で指を立てて指示した。,慣用句,13
爪を伸ばす,つめをのばす,油断して節度を欠く。,監査前に爪を伸ばしてはいけない。,慣用句,10
爪を立てる,つめをたてる,本気の力を見せる・攻める。,勝負どころで爪を立てた。,慣用句,12
足を崩す,あしをくずす,楽な姿勢にする・くつろぐ。,会議では足を崩して聞いてください。,慣用句,8
足を止めない,あしをとめない,歩みを継続する。,困難でも足を止めない。,慣用句,14
足を忍ばせる,あしをしのばせる,気づかれぬように歩く。,子どもたちは足を忍ばせて隠れた。,慣用句,12
足を固める,あしをかためる,基礎を整える。,地道な販路開拓で足を固めた。,慣用句,1
足元を見ない,あしもとをみない,相手の弱みにつけ込まない。,困窮者の足元を見ない姿勢が大切だ。,慣用句,10
足並みを乱さない,あしなみをみださない,協調を乱さない。,全社で足並みを乱さないよう進めた。,慣用句,13
骨を入れる,ほねをいれる,力を尽くす・本腰を入れる。,再建に骨を入れた。,慣用句,1
骨を惜しまない,ほねをおしまない,労をいとわない。,骨を惜しまない努力を続けた。,慣用句,1
骨が折れる思いをする,ほねがおれるおもいをする,非常に苦労する。,立て直しに骨が折れる思いをした。,慣用句,1
血を通わせる,ちをかよわせる,温かみを持たせる。,制度に血を通わせる工夫が要る。,慣用句,10
血をたぎらせる,ちをたぎらせる,闘志を燃やす。,歓声で血をたぎらせた。,慣用句,12
身を起こす,みをおこす,立ち上がる・再起する。,失敗から身を起こした。,慣用句,15
身をすくめる,みをすくめる,寒さや恐れで体を縮こまらせる。,突風に思わず身をすくめた。,慣用句,6
身を固くする,みをかたくする,緊張して身構える。,初舞台で身を固くした。,慣用句,12
身を寄せる,みをよせる,他に頼って暮らす・身を寄せ合う。,親戚の家に身を寄せた。,慣用句,13
身を引き締める,みをひきしめる,気を引き締める。,新体制で身を引き締めた。,慣用句,12
心を寄せ合う,こころをよせあう,互いに思いやる。,困難の中で心を寄せ合った。,慣用句,13
心を重ねる,こころをかさねる,気持ちを合わせる。,合唱で心を重ねた。,慣用句,13
心を砕き続ける,こころをくだきつづける,細心の配慮を続ける。,育成に心を砕き続けた。,慣用句,13
心を引き締める,こころをひきしめる,緊張感を保つ。,大型連休明けに心を引き締めた。,慣用句,12
心を決め直す,こころをきめなおす,改めて決意する。,転職を前に心を決め直した。,慣用句,12
心が躍らない,こころがおどらない,気持ちが乗らない。,提案に心が躍らない。,慣用句,8
心が澄む,こころがすむ,気持ちが落ち着いて清らかになる。,早朝の散歩で心が澄んだ。,慣用句,8
気をゆるめない,きをゆるめない,緊張を保つ。,最後まで気をゆるめない。,慣用句,12
気を巡らす,きをめぐらす,あれこれ考える。,将来像に気を巡らせた。,慣用句,3
気を合わせる,きをあわせる,呼吸をそろえる。,皆で気を合わせて片付けた。,慣用句,13
気を張り直す,きをはりなおす,改めて緊張感を持つ。,連敗後に気を張り直した。,慣用句,12
気を配り合う,きをくばりあう,互いに配慮する。,共同生活で気を配り合った。,慣用句,13
気を揉み続ける,きをもみつづける,長く心配し続ける。,結果が出るまで気を揉み続けた。,慣用句,8
息を整える,いきをととのえる,呼吸を落ち着かせる。,ラン後に息を整えた。,慣用句,8
息を吹き返す,いきをふきかえす,再び活気を取り戻す。,老舗が息を吹き返した。,慣用句,15
息を呑む,いきをのむ,驚きで一瞬息を止める。,逆転劇に息を呑んだ。,慣用句,12
骨太に進める,ほねぶとにすすめる,腰を据えて力強く進める。,改革を骨太に進めた。,慣用句,12
腹黒い心を捨てる,はらぐろいこころをすてる,不純な思いを改める。,利己心を戒め腹黒い心を捨てた。,慣用句,10
手塩にかけ直す,てしおにかけなおす,改めて丹精込めて世話する。,新体制で後継者を手塩にかけ直した。,慣用句,13
水に落ちた犬を叩かない,みずにおちたいぬをたたかない,弱者をさらに追い詰めない。,失敗者に水に落ちた犬を叩かない姿勢が必要だ。,慣用句,10
雨に打たれる,あめにうたれる,逆境にさらされる。,批判の雨に打たれながらも前進した。,慣用句,12
風に当たる,かぜにあたる,外気に触れて気分を変える。,散歩に出て風に当たった。,慣用句,8
雲をつかむようだ,くもをつかむようだ,実体がなくはっきりしない。,雲をつかむような説明では納得できない。,慣用句,3
火の粉を払う,ひのこをはらう,不利益が及ばないように防ぐ。,関係各所に火の粉を払った。,慣用句,12
火に当たる,ひにあたる,暖を取る・恩恵に浴する。,共同スペースで火に当たった。,慣用句,8
土に還る,つちにかえる,自然に戻る・寿命を終える。,使い切って土に還る資材を選ぶ。,慣用句,6
土台を固める,どだいをかためる,基礎をしっかりさせる。,新規事業の土台を固めた。,慣用句,1
時を待たない,ときをまたない,緊急である。,対策は時を待たない。,慣用句,5
好機を逃さない,こうきをのがさない,機会を確実につかむ。,好機を逃さないよう準備する。,慣用句,5
潮目が変わる,しおめがかわる,形勢が変化する。,販売の潮目が変わった。,慣用句,15
波風を立てない,なみかぜをたてない,穏便に進める。,波風を立てない対応を心がけた。,慣用句,13
足元から固める,あしもとからかためる,足場を整える。,まずは足元から固めよう。,慣用句,1
芽を育てる,めをそだてる,将来性を伸ばす。,次世代の芽を育てる取り組みだ。,慣用句,15
芽が出る,めがでる,努力が実を結び始める。,地道な営業に芽が出てきた。,慣用句,4
根を下ろす,ねをおろす,生活や事業の基盤を築く。,地方に根を下ろして活動する。,慣用句,15
根気強く当たる,こんきづよくあたる,粘り強く取り組む。,難題に根気強く当たった。,慣用句,14
花を持たせる,はなをもたせる,相手に手柄を譲る。,今回は後輩に花を持たせた。,慣用句,2
花が開く,はながひらく,才能が大きく伸びる。,長年の努力が実って花が開いた。,慣用句,11
実を結ぶ,みをむすぶ,努力の結果が成果になる。,地道な研鑽が実を結んだ。,慣用句,4
実を取る,みをとる,見栄より中身を重視する。,今回は実を取る判断をした。,慣用句,10
頭に来る,あたまにくる,ひどく腹が立つ。,無責任な発言に頭に来たが冷静に返した。,慣用句,10
頭をひねる,あたまをひねる,よい案を出そうと考え込む。,妙案が出ず皆で頭をひねった。,慣用句,3
頭を抱え込む,あたまをかかえこむ,解決できず困り果てる。,人手不足で現場は頭を抱え込んだ。,慣用句,4
目を見開く,めをみひらく,驚いて大きく目を開く。,数字を見て目を見開いた。,慣用句,12
眉をつり上げる,まゆをつりあげる,怒って険しい表情になる。,無礼な態度に眉をつり上げた。,慣用句,10
眉間にしわを寄せる,みけんにしわをよせる,心配や不快で表情が険しくなる。,難題に眉間にしわを寄せた。,慣用句,10
耳を貸さず,みみをかさず,人の意見を聞こうとしない。,忠告に耳を貸さず突き進んだ。,慣用句,10
鼻に付く,はなにつく,言動が癪に障って不快だ。,自慢話が鼻に付く。,慣用句,10
鼻を明かす,はなをあかす,出し抜いて相手を驚かせる。,新人が見事に先輩の鼻を明かした。,慣用句,4
口をついて出る,くちをついてでる,思わず言葉が出る。,感謝の言葉が口をついて出た。,慣用句,9
口車に乗る,くちぐるまにのる,うまい言葉にだまされる。,甘言に口車に乗らないよう注意した。,慣用句,10
喉から手が出る,のどからてがでる,非常に欲しがる。,その技術は喉から手が出るほど欲しい。,慣用句,4
舌を鳴らす,したをならす,不満や不快で舌打ちする。,横入りに舌を鳴らした。,慣用句,10
歯の根が合わない,はのねがあわない,震えが止まらないほど緊張・寒さを感じる。,試合前に緊張で歯の根が合わなかった。,慣用句,12
顔を潰す,かおをつぶす,相手の名誉や面目を失わせる。,無断欠席は先方の顔を潰す行為だ。,慣用句,2
顔が利く,かおがきく,影響力があって便宜を図れる。,この街では彼は顔が利く。,慣用句,2
顔を貸す,かおをかす,話をするために時間を作って会う。,少し顔を貸してほしい。,慣用句,2
肩で風を切る,かたでかぜをきる,得意げに威勢よく歩く。,表彰後は肩で風を切って歩いた。,慣用句,11
肩肘張る,かたひじはる,気負って堅い態度をとる。,肩肘張らずに話そう。,慣用句,10
腕が立つ,うでがたつ,技能が優れている。,彼は医師として腕が立つ。,慣用句,3
腕を磨く,うでをみがく,訓練して技量を高める。,留学でさらに腕を磨いた。,慣用句,1
腕に覚えがある,うでにおぼえがある,自分の腕前に自信がある。,営業には腕に覚えがある。,慣用句,12
腕まくりをする,うでまくりをする,やる気を見せて取りかかる。,改革へ向けて腕まくりをした。,慣用句,12
腰が低い,こしがひくい,へりくだって丁寧だ。,彼はいつも腰が低い対応だ。,慣用句,10
腰を折る,こしをおる,進行を妨げる・話を遮る。,説明の途中で腰を折られた。,慣用句,10
腰を据え直す,こしをすえなおす,改めて落ち着いて構える。,長期戦に腰を据え直した。,慣用句,14
足がかりをつかむ,あしがかりをつかむ,突破口を得る。,小口取引で足がかりをつかんだ。,慣用句,4
足が止まる,あしがとまる,前進が止まる・興味を引かれて立ち止まる。,展示の前で足が止まった。,慣用句,11
太鼓判を押す,たいこばんをおす,確かな保証を与える。,品質には太鼓判を押せる。,慣用句,10
一肌脱ぐ,いちはだぬぐ,力を貸して助ける。,後輩のために一肌脱いだ。,慣用句,13
一旗揚げる,ひとはたあげる,独自に事を起こして名を上げる。,地元で一旗揚げたい。,慣用句,4
一石を投じる,いっせきをとうじる,議論を喚起する行動を取る。,提案が業界に一石を投じた。,慣用句,3
先手を打つ,せんてをうつ,先んじて行動する。,競合より先手を打った。,慣用句,5
後手に回る,ごてにまわる,対応が遅れて不利になる。,広報が後手に回った。,慣用句,5
白紙に戻す,はくしにもどす,計画などをいったん取りやめる。,契約を白紙に戻した。,慣用句,4
青写真を描く,あおじゃしんをえがく,将来の構想を練る。,都市計画の青写真を描いた。,慣用句,15
火花を散らす,ひばなをちらす,激しく競い合う。,決勝で火花を散らした。,慣用句,12
火蓋を切る,ひぶたをきる,戦い・競争を始める。,選挙戦の火蓋を切った。,慣用句,12
泡を食う,あわをくう,驚き慌てる。,誤送信に気づいて泡を食った。,慣用句,12
お茶を濁す,おちゃをにごす,その場しのぎでごまかす。,質問にお茶を濁した。,慣用句,10
根に持つ,ねにもつ,恨みを長く忘れない。,些細なことを根に持たない。,慣用句,10
根を詰める,ねをつめる,無理に集中して働き続ける。,根を詰めすぎて体調を崩した。,慣用句,8
根を張る,ねをはる,基盤を固めて定着する。,地域に根を張って活動する。,慣用句,15
舵を切る,かじをきる,方針を大きく転換する。,脱炭素へ舵を切った。,慣用句,15
旗を振る,はたをふる,先頭に立って訴え動かす。,市民運動で旗を振った。,慣用句,13
槍玉にあげる,やりだまにあげる,激しく非難の対象にする。,失言が槍玉にあがった。,慣用句,10
金字塔を打ち立てる,きんじとうをうちたてる,大きな業績を残す。,研究で金字塔を打ち立てた。,慣用句,4
砂を噛むようだ,すなをかむようだ,味気なくつまらない。,砂を噛むような毎日を見直す。,慣用句,8
針のむしろ,はりのむしろ,非常に居心地が悪いこと。,遅刻続きで会議は針のむしろだ。,慣用句,10
のれんに腕押し,のれんにうでおし,手応えがなく効果が出ない。,説得してものれんに腕押しだった。,慣用句,10
逆風を受ける,ぎゃくふうをうける,状況が不利になる。,増税で逆風を受けた。,慣用句,7
追い風に乗る,おいかぜにのる,好条件に乗じて勢いづく。,円安の追い風に乗った。,慣用句,7
荒波にもまれる,あらなみにもまれる,厳しい環境を経験する。,海外市場で荒波にもまれた。,慣用句,15
波に乗る,なみにのる,勢いに乗って順調に進む。,新商品が波に乗っている。,慣用句,4
先陣を切る,せんじんをきる,真っ先に取りかかる。,若手が先陣を切った。,慣用句,12
馬が合う,うまがあう,性格や気がよく合う。,同僚とは不思議と馬が合う。,慣用句,2
猫の手も借りたい,ねこのてもかりたい,非常に忙しい。,引っ越し前は猫の手も借りたい。,慣用句,5
猫をかぶる,ねこをかぶる,本性を隠しておとなしく見せる。,入社直後は猫をかぶっていた。,慣用句,2
猫の額ほど,ねこのひたいほど,非常に狭いさま。,庭は猫の額ほどの広さだ。,慣用句,11
飼い犬に手を噛まれる,かいいぬにてをかまれる,恩を受けた相手に裏切られる。,信頼していた部下に飼い犬に手を噛まれた。,慣用句,2
馬の骨,うまのほね,素性の知れない者。,どこの馬の骨かわからない人物だ。,慣用句,10
寝た子を起こす,ねたこをおこす,収まりかけた物事を刺激して問題を再燃させる。,その話題は寝た子を起こすだけだ。,慣用句,10
枕を高くして寝る,まくらをたかくしてねる,安心して眠る・心配がない。,不審点がなくなり枕を高くして寝られる。,慣用句,8
右肩上がりになる,みぎかたあがりになる,経済状況などが順調に伸びる。,受注は右肩上がりになった。,慣用句,7
うなぎのぼりになる,うなぎのぼりになる,物価や人気が急速に上がる。,再販で評価がうなぎのぼりになった。,慣用句,7
雪だるま式に増える,ゆきだるましきにふえる,連鎖して膨らみ続ける。,借金が雪だるま式に増えた。,慣用句,7
手がかかる,てがかかる,世話に手間がかかる。,この仕事は手がかかる。,慣用句,8
手を焼かされる,てをやかされる,扱いに困らされる。,新人対応に手を焼かされている。,慣用句,8
手を変え品を変え,てをかえしなをかえ,様々な工夫を重ねる。,販促を手を変え品を変え試した。,慣用句,1
手の内を明かす,てのうちをあかす,秘策や情報を公開する。,交渉で手の内を明かした。,慣用句,10
手を組む,てをくむ,協力関係を結ぶ。,競合同士が手を組んだ。,慣用句,13
目から火が出る,めからひがでる,強い痛みや恥ずかしさを感じる。,机に頭をぶつけて目から火が出た。,慣用句,12
心に刻む,こころにきざむ,忘れないよう深く覚える。,教訓を心に刻んだ。,慣用句,10
心に染みる,こころにしみる,深く感動する・身にしみる。,言葉が心に染みた。,慣用句,11
心の支えになる,こころのささえになる,支えや励みになる。,家族の存在が心の支えになった。,慣用句,8
心を交わす,こころをかわす,互いに気持ちを通わせる。,短い手紙で心を交わした。,慣用句,2
心を添える,こころをそえる,思いやりを添えて対応する。,贈り物に心を添えた。,慣用句,9
息を吹き込む,いきをふきこむ,新たな活力を与える。,老舗に若手が息を吹き込んだ。,慣用句,15
息を長くする,いきをながくする,辛抱強く続ける。,息を長くして育成に当たる。,慣用句,14
手綱を締める,たづなをしめる,統制を強める。,繁忙期に向けて手綱を締めた。,慣用句,12
ふんどしを締め直す,ふんどしをしめなおす,気を引き締め直す。,決戦前にふんどしを締め直した。,慣用句,12
腰骨を立てる,こしぼねをたてる,気力を奮い起こす。,非正規雇用改善へ腰骨を立てた。,慣用句,12
身を投じる,みをとうじる,思い切って参加する・専念する。,地域医療に身を投じた。,慣用句,12
身を引き受ける,みをひきうける,責任を自ら担う。,難役を身を引き受けた。,慣用句,13
身を引き寄せる,みをひきよせる,相手を抱き寄せる・近づける。,泣く子を身を引き寄せた。,慣用句,9
身を置く,みをおく,その環境に暮らす・属する。,最前線に身を置いて学ぶ。,慣用句,15
藪をつついて蛇を出す,やぶをつついてへびをだす,余計なことをして災いを招く。,藪をつついて蛇を出すまねはするな。,慣用句,10
柳に風と受け流す,やなぎにかぜとうけながす,しなやかに受け流す。,批判は柳に風と受け流した。,慣用句,10
骨に刻む,ほねにきざむ,深く忘れぬよう心身に刻む。,敗戦の悔しさを骨に刻んだ。,慣用句,14
骨を鳴らす,ほねをならす,準備して力を入れる気配を見せる。,開幕へ向けて骨を鳴らした。,慣用句,12
顔に泥を塗る,かおにどろをぬる,相手の名誉を傷つける。,納期遅れは取引先の顔に泥を塗ることになる。,慣用句,2
顔が立つ,かおがたつ,面目が保たれる。,代替案が通ってこちらの顔が立った。,慣用句,2
頭を下げる,あたまをさげる,謝罪やお願いをする。,不手際を詫びて関係先に頭を下げた。,慣用句,10
頭角を現す,とうかくをあらわす,才能が目立ち始める。,若手が国際大会で頭角を現した。,慣用句,15
目を留める,めをとめる,注意して見る・注目する。,彼の提案に役員が目を留めた。,慣用句,3
目を配り続ける,めをくばりつづける,絶えず注意を行き届かせる。,安全管理に目を配り続けた。,慣用句,13
目が届かない,めがとどかない,監督が行き渡らない。,遠隔拠点までは目が届かない。,慣用句,13
目に焼き付く,めにやきつく,強い印象として残る。,夕焼けの色が今も目に焼き付いている。,慣用句,11
耳に入れる,みみにいれる,知らせる・伝える。,決定事項は速やかに関係者の耳に入れてほしい。,慣用句,13
耳を貸し切る,みみをかしきる,注意を完全に向ける。,要点だけでも耳を貸し切ってほしい。,慣用句,3
耳がそばだつ,みみがそばだつ,思わず注意を向ける。,不穏な単語に耳がそばだった。,慣用句,12
鼻をつまむ,はなをつまむ,嫌悪感をこらえる。,臭気に鼻をつまんで現場を確認した。,慣用句,8
鼻の穴をふくらます,はなのあなをふくらます,得意げにする。,小成功で鼻の穴をふくらませている。,慣用句,10
口を出す,くちをだす,関与して意見を差し挟む。,現場の作業に上層部が口を出しすぎだ。,慣用句,13
口を極めてほめる,くちをきわめてほめる,非常にほめる。,講演は口を極めてほめられた。,慣用句,11
口を割らせる,くちをわらせる,白状させる。,粘り強く聞き取りをして口を割らせた。,慣用句,10
舌を巻かせる,したをまかせる,相手を感嘆させる。,緻密な分析で聴衆を舌を巻かせた。,慣用句,3
歯を食いしばって耐える,はをくいしばってたえる,苦痛をこらえて努力する。,冬の合宿を歯を食いしばって耐えた。,慣用句,14
首をひねる,くびをひねる,疑問に思う。,説明が曖昧で首をひねった。,慣用句,3
首を縦に振る,くびをたてにふる,承諾する。,ようやく取引先が首を縦に振った。,慣用句,12
肩を貸して歩く,かたをかしてあるく,支えて助ける。,足を痛めた友を肩を貸して歩いた。,慣用句,13
肩の荷を背負う,かたのにをせおう,重大な責任を負う。,新体制で私は肩の荷を背負った。,慣用句,8
胸に迫る,むねにせまる,強く感動させる。,被災地の合唱が胸に迫った。,慣用句,11
胸にしまい込む,むねにしまいこむ,心の中だけに留める。,本音は胸にしまい込んだ。,慣用句,10
腹を割って語る,はらをわってかたる,本音で話す。,利害抜きで腹を割って語ろう。,慣用句,2
腹に落とし込む,はらにおとしこむ,よく理解して納得する。,現場目線で腹に落とし込んだ。,慣用句,3
腹を据えてやる,はらをすえてやる,覚悟して取り組む。,長期戦だと腹を据えてやる。,慣用句,12
背中を見せる,せなかをみせる,模範を示す・逃げるの意もあるが前者で用いる。,子どもに働く背中を見せたい。,慣用句,10
背に受ける,せにうける,圧力や風当たりを受ける。,批判を背に受けながらも前進した。,慣用句,12
腰を据え込む,こしをすえこむ,長く腰を落ち着ける。,研究室に腰を据え込んだ。,慣用句,1
腰を据えて臨む,こしをすえてのぞむ,覚悟を決めて向き合う。,決勝には腰を据えて臨む。,慣用句,12
手を取って導く,てをとってみちびく,親しく助け導く。,新人を手を取って導いた。,慣用句,13
手を汲む,てをくむ,協力する（手を組むの意）。,市民と行政が手を汲んだ。,慣用句,13
手が届かぬ,てがとどかぬ,到達できない。,理想だが今は手が届かぬ。,慣用句,4
手が出ない,てがでない,難しくて扱えない・資金が足りない。,価格が高すぎて手が出ない。,慣用句,7
手が滑る,てがすべる,うっかり失敗する。,緊張で手が滑ってファイルを消した。,慣用句,4
手を緩めない,てをゆるめない,努力や警戒を弱めない。,品質管理の手を緩めない。,慣用句,1
手を広げすぎない,てをひろげすぎない,分散しすぎない。,今期は手を広げすぎない方針だ。,慣用句,7
手を握って和解する,てをにぎってわかいする,仲直りする。,長年の対立を手を握って和解した。,慣用句,13
足を引き寄せる,あしをひきよせる,近づける・呼び込む。,好条件が足を引き寄せてくる。,慣用句,5
足をそろえる,あしをそろえる,歩調を合わせる。,多部署で足をそろえて対応した。,慣用句,13
足元に火がつく,あしもとにひがつく,差し迫った危機に直面する。,締め切り前で足元に火がついた。,慣用句,12
二本足で立つ,にほんあしでたつ,自立する。,親会社に頼らず二本足で立つ。,慣用句,15
爪を隠し通す,つめをかくしとおす,実力を見せずにいる。,決勝まで爪を隠し通した。,慣用句,4
指を差し示す,ゆびをさししめす,方向や要点を示す。,改善点を指を差し示して説明した。,慣用句,3
指を鳴らす,ゆびをならす,準備や合図をする・期待する。,開演前に指を鳴らした。,慣用句,11
喉を潤す,のどをうるおす,飲んで渇きをいやす。,休憩で水を飲み喉を潤した。,慣用句,8
頬を染める,ほおをそめる,恥ずかしさで赤くなる。,褒められて頬を染めた。,慣用句,9
あごを外させるほど笑う,あごをはずさせるほどわらう,大笑いする。,会場はあごを外させるほど笑いに包まれた。,慣用句,11
肝を据える,きもをすえる,度胸を決める。,一世一代の舞台で肝を据えた。,慣用句,12
肝を据え直す,きもをすえなおす,改めて覚悟を固める。,再建に向けて肝を据え直した。,慣用句,12
血相を変える,けっそうをかえる,驚きや怒りで顔色を変える。,非常ベルに血相を変えて走った。,慣用句,12
血の通った,ちのとおった,思いやりのある。,血の通った制度設計に改めた。,慣用句,10
骨身を削る,ほねみをけずる,苦労を重ねる。,家族のため骨身を削って働いた。,慣用句,1
骨の折れる,ほねのおれる,大変な手間がかかる。,骨の折れる交渉だった。,慣用句,1
身を固め直す,みをかためなおす,家庭や体制を整え直す。,転居を機に身を固め直した。,慣用句,9
身を清める,みをきよめる,心身を正す。,新年に身を清めて臨む。,慣用句,10
身にまとわせる,みにまとわせる,身につける・雰囲気を持たせる。,春色を身にまとわせた装いだ。,慣用句,11
身を寄せ合う,みをよせあう,助け合って暮らす。,避難所で身を寄せ合って夜を明かした。,慣用句,13
心に留める,こころにとめる,記憶して配慮する。,注意点を心に留めておく。,慣用句,10
心に引っかかる,こころにひっかかる,気になる。,一文が心に引っかかった。,慣用句,8
心を寄せ続ける,こころをよせつづける,関心や思いやりを持ち続ける。,被災地に心を寄せ続けた。,慣用句,13
心を砕き抜く,こころをくだきぬく,徹底して配慮する。,育成に心を砕き抜いた。,慣用句,13
心を燃やす,こころをもやす,情熱を持つ。,地域のために心を燃やした。,慣用句,12
気が張り詰める,きがはりつめる,強い緊張が続く。,会場に気が張り詰めた空気が漂う。,慣用句,12
気に留め続ける,きにとめつづける,忘れず配慮し続ける。,小さな合図を気に留め続けた。,慣用句,10
気を取り結ぶ,きをとりむすぶ,気持ちを立て直す。,一晩寝て気を取り結んだ。,慣用句,14
気を配り尽くす,きをくばりつくす,隅々まで配慮する。,式典では気を配り尽くした。,慣用句,13
気を揉み抜く,きをもみぬく,長く心配し続ける。,合格発表まで気を揉み抜いた。,慣用句,8
二の句が継げない,にのくがつげない,驚いて言葉が続かない。,ニュースに二の句が継げなかった。,慣用句,12
痺れを切らす,しびれをきらす,待ちくたびれて我慢できなくなる。,返事が来ず痺れを切らした。,慣用句,14
色をなす,いろをなす,怒って顔色を変える。,不正発覚に色をなして抗議した。,慣用句,10
尻に火がつく,しりにひがつく,差し迫って慌てる。,締切直前で尻に火がついた。,慣用句,12
尻馬に乗る,しりうまにのる,よく考えず人の意見に同調する。,流行に尻馬に乗るのは危険だ。,慣用句,10
尻を叩く,しりをたたく,奮起させる。,部下の背中を押し尻を叩いた。,慣用句,12
尻込みする,しりごみする,怖気づいてためらう。,初舞台に尻込みした。,慣用句,12
息がかかる,いきがかかる,影響下に置かれる。,審査員に彼の息がかかっているらしい。,慣用句,10
息がつまる,いきがつまる,緊張や圧迫で苦しく感じる。,満員電車で息がつまった。,慣用句,8
息を長く保つ,いきをながくたもつ,粘り強く続ける。,支援は息を長く保つべきだ。,慣用句,14
涙に暮れる,なみだにくれる,悲しみに沈む。,別れの日は涙に暮れた。,慣用句,11
涙を禁じ得ない,なみだをきんじえない,強く感動して涙が出る。,功績をたたえる映像に涙を禁じ得なかった。,慣用句,11
身に沁み渡る,みにしみわたる,深く感じる。,夜風の冷たさが身に沁み渡った。,慣用句,6
身を切られる思い,みをきられるおもい,非常につらく感じる。,人員削減は身を切られる思いだ。,慣用句,7
身を置き換える,みをおきかえる,立場を変えて考える。,相手の身を置き換えて検討した。,慣用句,10
汗を流す,あせをながす,一生懸命働く・運動する。,現場で汗を流して信頼を得た。,慣用句,1
火を点ける,ひをつける,やる気を起こさせる。,若手に火を点けたのは先輩の一言だ。,慣用句,12
水をあける,みずをあける,大差をつける。,後半で一気に水をあけた。,慣用句,4
水をかぶる,みずをかぶる,責任や非難を受ける。,失敗の責任を私が水をかぶった。,慣用句,10
雨に流される,あめにながされる,計画が中止になる。,イベントは雨に流された。,慣用句,6
風当たりが強い,かぜあたりがつよい,世間の批判が厳しい。,改革案は風当たりが強い。,慣用句,10
土台から見直す,どだいからみなおす,根本からやり直す。,制度を土台から見直した。,慣用句,1
時を移さず,ときをうつさず,すぐに・遅れずに。,時を移さず対応した。,慣用句,5
間髪を入れず,かんはつをいれず,すぐさま。,質問に間髪を入れず答えた。,慣用句,5
手前味噌にする,てまえみそにする,自分の手柄を誇る。,手前味噌にするつもりはないが成果は大きい。,慣用句,10
しっぺ返しを食う,しっぺがえしをくう,報復を受ける。,軽率な値下げでしっぺ返しを食った。,慣用句,7
骨組みを固める,ほねぐみをかためる,構成を整える。,計画の骨組みを固めた。,慣用句,1
目安を立てる,めやすをたてる,おおよその基準を決める。,達成時期の目安を立てた。,慣用句,3
顔色を変える,かおいろをかえる,驚きや動揺を示す。,突然の指名に顔色を変えた。,慣用句,12
心の支えを失う,こころのささえをうしなう,励みを失う。,恩師の死で心の支えを失った。,慣用句,11
気持ちを切り替える,きもちをきりかえる,気分を新たにする。,負けても気持ちを切り替えた。,慣用句,14
面目を保つ,めんもくをたもつ,立場や名誉を守る。,最終的に面目を保てた。,慣用句,2
顔を立て合う,かおをたてあう,互いの面子を守り合う。,交渉では顔を立て合った。,慣用句,13
顔に書いてある,かおにかいてある,心中が表情に出ていて一目で分かる。,驚きが顔に書いてあるよ。,慣用句,2
顔をつなぐ,かおをつなぐ,関係を保つために出入りする。,旧知の店に顔をつないでおく。,慣用句,13
顔を合わせない,かおをあわせない,意図的に会わないようにする。,気まずくてしばらく顔を合わせないでいた。,慣用句,2
顔から火が出る,かおからひがでる,非常に恥ずかしい思いをする。,読み違えて顔から火が出た。,慣用句,10
頭を冷やす,あたまをひやす,感情を抑えて冷静になる。,いったん頭を冷やしてから話そう。,慣用句,12
頭を下げっぱなしにする,あたまをさげっぱなしにする,謝罪やお願いを続ける。,不手際で数日頭を下げっぱなしにした。,慣用句,10
