word,reading,meaning,example,type,category_id
精神修養,せいしんしゅうよう,精神を鍛え修めること,精神修養のため座禅を組む,四字熟語,10
清廉無私,せいれんむし,清く私欲がないこと,清廉無私な政治家として信頼されている,四字熟語,10
誠意努力,せいいどりょく,誠意を持って努力すること,誠意努力で問題解決に取り組んだ,四字熟語,1
正面突破,しょうめんとっぱ,正面から攻撃して突破すること,困難を正面突破で乗り越えた,四字熟語,12
生涯学習,しょうがいがくしゅう,生涯にわたって学び続けること,生涯学習で自分を高める,四字熟語,3
生活改善,せいかつかいぜん,生活を改善すること,健康のため生活改善に取り組む,四字熟語,8
専心一意,せんしんいちい,一つのことに心を集中すること,専心一意で研究に打ち込んだ,四字熟語,1
善行積徳,ぜんこうせきとく,良い行いを積んで徳を積むこと,善行積徳を心がけて生きる,四字熟語,10
総力結集,そうりょくけっしゅう,全ての力を結集すること,総力結集して難局を乗り切った,四字熟語,13
相互理解,そうごりかい,互いに理解し合うこと,相互理解を深めて協力関係を築く,四字熟語,2
創意工夫,そういくふう,新しいアイデアで工夫すること,創意工夫で問題を解決した,四字熟語,15
組織運営,そしきうんえい,組織を運営すること,効率的な組織運営を目指す,四字熟語,13
体験学習,たいけんがくしゅう,体験を通して学ぶこと,体験学習で理解を深めた,四字熟語,3
対話重視,たいわじゅうし,対話を重視すること,対話重視で合意を形成した,四字熟語,2
団体行動,だんたいこうどう,団体で行動すること,修学旅行では団体行動が基本だ,四字熟語,13
地道努力,じみちどりょく,地味で着実な努力,地道努力で技術を向上させた,四字熟語,1
直情径行,ちょくじょうけいこう,思ったことをすぐ行動に移すこと,直情径行な性格で失敗することもある,四字熟語,12
努力精進,どりょくしょうじん,努力して励むこと,努力精進で目標達成を目指す,四字熟語,1
独創性豊,どくそうせいほう,独創性が豊かなこと,独創性豊かな作品で注目された,四字熟語,11
独自路線,どくじろせん,独自の方針や方法,独自路線で成功を収めた,四字熟語,15
読書好学,どくしょこうがく,読書を好み学問に励むこと,読書好学な学生として表彰された,四字熟語,3
忍辱負重,にんにくふじゅう,屈辱に耐えて重い責任を負うこと,忍辱負重で困難な任務を遂行した,四字熟語,14
熱血指導,ねっけつしどう,熱血で指導すること,熱血指導で選手を育てた,四字熟語,1
能率向上,のうりつこうじょう,能率を向上させること,能率向上のため作業手順を見直した,四字熟語,15
発想転換,はっそうてんかん,発想を転換すること,発想転換で新しいアイデアが浮かんだ,四字熟語,15
発明発見,はつめいはっけん,新しいものを発明し発見すること,科学の発明発見が世界を変える,四字熟語,15
判断決断,はんだんけつだん,判断して決断すること,迅速な判断決断が求められる,四字熟語,12
美意識高,びいしきたか,美に対する意識が高いこと,美意識高いデザイナーとして活躍している,四字熟語,11
平和主義,へいわしゅぎ,平和を重視する主義,平和主義の理念を大切にする,四字熟語,10
奉仕精神,ほうしせいしん,人のために尽くす精神,奉仕精神で社会に貢献する,四字熟語,10
方法改善,ほうほうかいぜん,方法を改善すること,方法改善で効率を上げた,四字熟語,15
真剣勝負,しんけんしょうぶ,真剣に勝負すること,真剣勝負で実力を試した,四字熟語,12
慎重行動,しんちょうこうどう,慎重に行動すること,慎重行動で失敗を避けた,四字熟語,12
親子関係,おやこかんけい,親と子の関係,良好な親子関係を築きたい,四字熟語,2
深謀遠慮,しんぼうえんりょ,深く考えて遠い将来まで見通すこと,深謀遠慮で計画を立てた,四字熟語,3
真面目勤勉,まじめきんべん,真面目で勤勉なこと,真面目勤勉な学生として評価された,四字熟語,1
心境変化,しんきょうへんか,心境が変化すること,失敗を機に心境変化があった,四字熟語,15
心配無用,しんぱいむよう,心配する必要がないこと,心配無用で任せておけ,四字熟語,8
親睦団結,しんぼくだんけつ,親しくなって団結すること,親睦団結でチーム力を高めた,四字熟語,13
人格形成,じんかくけいせい,人格を形成すること,教育は人格形成に重要だ,四字熟語,15
人材育成,じんざいいくせい,人材を育成すること,会社の人材育成制度が充実している,四字熟語,15
人生哲学,じんせいてつがく,人生に対する哲学,彼には独自の人生哲学がある,四字熟語,10
人道主義,じんどうしゅぎ,人道を重視する主義,人道主義の立場から支援活動を行う,四字熟語,10
水平思考,すいへいしこう,常識にとらわれない思考,水平思考で問題を解決した,四字熟語,3
正確無比,せいかくむひ,極めて正確なこと,彼の計算は正確無比だ,四字熟語,3
責任感強,せきにんかんきょう,責任感が強いこと,責任感強いリーダーとして信頼されている,四字熟語,10
積極参加,せっきょくさんか,積極的に参加すること,地域活動に積極参加している,四字熟語,13
先見明察,せんけんめいさつ,将来を見通す明察力,先見明察で事業を成功させた,四字熟語,3
全力投球,ぜんりょくとうきゅう,全力で取り組むこと,仕事に全力投球で臨んだ,四字熟語,1
創造発明,そうぞうはつめい,創造し発明すること,創造発明で新技術を開発した,四字熟語,15
相談解決,そうだんかいけつ,相談して解決すること,家族で相談解決を図った,四字熟語,2
体力増強,たいりょくぞうきょう,体力を増強すること,体力増強のため運動を始めた,四字熟語,8
探求心旺,たんきゅうしんおう,探求心が旺盛なこと,探求心旺盛な研究者として活躍している,四字熟語,3
挑戦精神,ちょうせんせいしん,挑戦する精神,挑戦精神で新事業に取り組んだ,四字熟語,12
調和協調,ちょうわきょうちょう,調和して協調すること,チームの調和協調が成功の鍵だった,四字熟語,13
努力継続,どりょくけいぞく,努力を継続すること,努力継続で夢を実現した,四字熟語,1
独立独歩,どくりつどっぽ,他に頼らず自分の道を歩むこと,独立独歩で事業を立ち上げた,四字熟語,12
熱心指導,ねっしんしどう,熱心に指導すること,熱心指導で生徒の成績が向上した,四字熟語,1
発展成長,はってんせいちょう,発展し成長すること,企業の発展成長を支援する,四字熟語,15
反省改善,はんせいかいぜん,反省して改善すること,失敗を反省改善の機会と捉える,四字熟語,15
美的追求,びてきついきゅう,美を追求すること,芸術家の美的追求に感動した,四字熟語,11
品質向上,ひんしつこうじょう,品質を向上させること,品質向上で競争力を高めた,四字熟語,15
不屈精神,ふくつせいしん,屈しない精神,不屈精神で困難を乗り越えた,四字熟語,12
変革推進,へんかくすいしん,変革を推進すること,組織の変革推進に取り組んだ,四字熟語,15
報恩感謝,ほうおんかんしゃ,恩に報いて感謝すること,報恩感謝の気持ちを忘れない,四字熟語,10
目標達成,もくひょうたっせい,目標を達成すること,チーム一丸となって目標達成を果たした,四字熟語,4
問題解決,もんだいかいけつ,問題を解決すること,創意工夫で問題解決に取り組んだ,四字熟語,4
勇気決断,ゆうきけつだん,勇気を持って決断すること,勇気決断で新しい道を選んだ,四字熟語,12
友情深厚,ゆうじょうしんこう,友情が深いこと,長年の友情深厚な関係を大切にしている,四字熟語,2
理想実現,りそうじつげん,理想を実現すること,理想実現のため努力し続けた,四字熟語,4
良心発動,りょうしんはつどう,良心が働くこと,良心発動で正しい行いをした,四字熟語,10
冷静判断,れいせいはんだん,冷静に判断すること,緊急時でも冷静判断で対処した,四字熟語,12
礼儀作法,れいぎさほう,礼儀と作法,礼儀作法を身につけることは大切だ,四字熟語,10
労働奉仕,ろうどうほうし,労働で奉仕すること,地域の労働奉仕に参加した,四字熟語,10
論理思考,ろんりしこう,論理的に思考すること,論理思考で問題を分析した,四字熟語,3
和気満堂,わきまんどう,なごやかな雰囲気が満ちていること,和気満堂の雰囲気で会議が進んだ,四字熟語,2
若々活力,わかわかかつりょく,若々しい活力,若々活力で新しい挑戦に取り組んだ,四字熟語,8
完璧主義,かんぺきしゅぎ,完璧を求める主義,完璧主義で仕事に取り組む,四字熟語,1
感謝報恩,かんしゃほうおん,感謝して恩に報いること,感謝報恩の気持ちを大切にする,四字熟語,10
希望光明,きぼうこうみょう,希望に満ちた明るさ,希望光明な未来を信じて頑張る,四字熟語,4
協力一致,きょうりょくいっち,協力して一致すること,全員が協力一致して作業を進めた,四字熟語,13
勤労奉仕,きんろうほうし,勤労で奉仕すること,地域の勤労奉仕に積極的に参加した,四字熟語,10
計画実行,けいかくじっこう,計画を実行すること,綿密な計画実行で成功を収めた,四字熟語,1
健全発達,けんぜんはったつ,健全に発達すること,子どもの健全発達を支援する,四字熟語,8
研究熱心,けんきゅうねっしん,研究に熱心なこと,研究熱心な学者として尊敬されている,四字熟語,3
向上心旺,こうじょうしんおう,向上心が旺盛なこと,向上心旺盛な若者として期待されている,四字熟語,1
効率重視,こうりつじゅうし,効率を重視すること,効率重視で作業を進めた,四字熟語,15
献身奉仕,けんしんほうし,身を捧げて奉仕すること,献身奉仕で社会に貢献した,四字熟語,10
自己啓発,じこけいはつ,自分で自分を向上させること,自己啓発で能力を高めた,四字熟語,15
自主性重,じしゅせいじゅう,自主性を重視すること,教育では自主性重視が大切だ,四字熟語,15
実直誠実,じっちょくせいじつ,実直で誠実なこと,実直誠実な人柄で信頼されている,四字熟語,10
集中力強,しゅうちゅうりょくきょう,集中力が強いこと,集中力強化のため瞑想を始めた,四字熟語,1
順応能力,じゅんのうのうりょく,環境に順応する能力,順応能力の高い人材を求めている,四字熟語,15
情熱継続,じょうねつけいぞく,情熱を継続すること,情熱継続で目標を達成した,四字熟語,1
人格円満,じんかくえんまん,人格が円満なこと,人格円満な指導者として慕われている,四字熟語,10
親身指導,しんみしどう,親身になって指導すること,親身指導で生徒が成長した,四字熟語,1
慎重計画,しんちょうけいかく,慎重に計画すること,慎重計画で失敗を避けた,四字熟語,1
心身統一,しんしんとういつ,心と身体を統一すること,武道では心身統一が重要だ,四字熟語,8
清潔維持,せいけついじ,清潔を維持すること,職場の清潔維持に努めている,四字熟語,8
積極思考,せっきょくしこう,積極的に思考すること,積極思考で問題に取り組んだ,四字熟語,3
全身全霊,ぜんしんぜんれい,全身全霊で取り組むこと,全身全霊で仕事に打ち込んだ,四字熟語,1
創造思考,そうぞうしこう,創造的に思考すること,創造思考で新しいアイデアを生み出した,四字熟語,3
相互信頼,そうごしんらい,互いに信頼すること,相互信頼でチームワークを高めた,四字熟語,2
組織力強,そしきりょくきょう,組織の力が強いこと,組織力強化で競争力を高めた,四字熟語,13
体験重視,たいけんじゅうし,体験を重視すること,体験重視の教育方針を採用した,四字熟語,3
探究活動,たんきゅうかつどう,探究する活動,探究活動で新しい発見があった,四字熟語,3
挑戦継続,ちょうせんけいぞく,挑戦を継続すること,挑戦継続で成長を続けた,四字熟語,12
努力報酬,どりょくほうしゅう,努力に対する報酬,努力報酬が得られて満足している,四字熟語,7
独立気概,どくりつきがい,独立する気概,独立気概を持って事業を始めた,四字熟語,12
忍耐強化,にんたいきょうか,忍耐力を強化すること,忍耐強化で困難を乗り越えた,四字熟語,14
熱意満々,ねついまんまん,熱意に満ちていること,熱意満々で新プロジェクトに取り組んだ,四字熟語,1
発想豊富,はっそうほうふ,発想が豊富なこと,発想豊富なクリエイターとして活躍している,四字熟語,15
発展期待,はってんきたい,発展を期待すること,新事業の発展期待で投資を決めた,四字熟語,4
反省成長,はんせいせいちょう,反省して成長すること,失敗を反省成長の機会とした,四字熟語,15
美術愛好,びじゅつあいこう,美術を愛好すること,美術愛好家として作品を収集している,四字熟語,11
不断努力,ふだんどりょく,絶え間ない努力,不断努力で技術を向上させた,四字熟語,1
奉仕活動,ほうしかつどう,奉仕する活動,地域の奉仕活動に積極的に参加している,四字熟語,10
方針一貫,ほうしんいっかん,方針を一貫すること,方針一貫で目標を達成した,四字熟語,12
未来志向,みらいしこう,未来を向いた考え方,未来志向で計画を立てた,四字熟語,15
目的意識,もくてきいしき,目的に対する意識,目的意識を持って行動することが大切だ,四字熟語,12
友愛精神,ゆうあいせいしん,友愛の精神,友愛精神で仲間を支援した,四字熟語,2
勇気行動,ゆうきこうどう,勇気を持って行動すること,勇気行動で困難を突破した,四字熟語,12
理解促進,りかいそくしん,理解を促進すること,丁寧な説明で理解促進を図った,四字熟語,2
良識判断,りょうしきはんだん,良識で判断すること,良識判断で正しい選択をした,四字熟語,10
連携協力,れんけいきょうりょく,連携して協力すること,部署間の連携協力で効率が向上した,四字熟語,13
労働意欲,ろうどういよく,働く意欲,労働意欲の高い社員を評価している,四字熟語,1
論理的思,ろんりてきし,論理的な思考,論理的思考で問題を解決した,四字熟語,3
和睦協調,わぼくきょうちょう,仲良く協調すること,国際間の和睦協調を目指している,四字熟語,2
一意攻苦,いちいこうく,一つのことに集中して苦労すること,一意攻苦して技術を習得した,四字熟語,1
一騎当千,いっきとうせん,一人で千人に匹敵する強さ,彼は一騎当千の勇士だ,四字熟語,12
一刻千秋,いっこくせんしゅう,短い時間が非常に長く感じられること,愛する人を待つ一刻千秋の思い,四字熟語,9
一石多鳥,いっせきたちょう,一つの行為で多くの利益を得ること,この政策は一石多鳥の効果がある,四字熟語,4
一徹平然,いってつへいぜん,一途で平然としていること,一徹平然として目標に向かった,四字熟語,12
一陽来復,いちようらいふく,悪い状況が良い方向に転じること,不景気の後の一陽来復を期待する,四字熟語,4
烏合之衆,うごうのしゅう,統制のとれていない集団,烏合之衆では勝利は望めない,四字熟語,13
雲散霧消,うんさんむしょう,雲や霧が散って消えること,問題は雲散霧消した,四字熟語,6
永劫回帰,えいごうかいき,永遠に繰り返されること,歴史の永劫回帰を感じる,四字熟語,5
円満解決,えんまんかいけつ,円満に解決すること,話し合いで円満解決を図った,四字熟語,2
温和篤実,おんわとくじつ,穏やかで誠実なこと,温和篤実な人柄で慕われている,四字熟語,10
開発研究,かいはつけんきゅう,開発のための研究,新薬の開発研究に従事している,四字熟語,3
革新的発,かくしんてきはつ,革新的な発想,革新的発想で業界をリードしている,四字熟語,15
学而時習,がくじじしゅう,学んだことを時々復習すること,学而時習の精神で知識を定着させる,四字熟語,3
堅持不変,けんじふへん,しっかりと持ち続けて変わらないこと,信念を堅持不変で貫いた,四字熟語,12
言行一致,げんこういっち,言うことと行うことが一致すること,彼は言行一致の人として信頼されている,四字熟語,10
剛毅木訥,ごうきぼくとつ,意志が強く飾り気がないこと,剛毅木訥な人柄で親しまれている,四字熟語,10
座右之銘,ざゆうのめい,常に心に留めておく教訓,その言葉を座右之銘としている,四字熟語,10
四面楚歌,しめんそか,周囲が敵ばかりで孤立すること,会議で四面楚歌の状況に陥った,四字熟語,2
順序正然,じゅんじょせいぜん,順序が正しく整っていること,作業の順序正然で効率が上がった,四字熟語,1
純真無邪,じゅんしんむじゃ,純真で邪心がないこと,純真無邪な子どもの心を大切にしたい,四字熟語,9
情理並重,じょうりへいじゅう,感情と理性を両方重視すること,情理並重で判断を下した,四字熟語,10
静寂無音,せいじゃくむおん,静かで音がしないこと,深夜の静寂無音な時間を楽しむ,四字熟語,6
精励恪勤,せいれいかっきん,精を出して励み勤めること,精励恪勤で職務に専念した,四字熟語,1
清純可憐,せいじゅんかれん,清らかで純真で美しいこと,清純可憐な少女として描かれている,四字熟語,9
千軍万馬,せんぐんばんば,多くの軍隊と馬,千軍万馬を率いて戦った,四字熟語,12
専心致志,せんしんちし,心を専一にして志に向かうこと,専心致志で目標達成に向かった,四字熟語,1
全力集中,ぜんりょくしゅうちゅう,全力で集中すること,試験に全力集中で取り組んだ,四字熟語,1
相思相慕,そうしそうぼ,互いに思い慕うこと,二人は相思相慕の仲である,四字熟語,9
速戦即決,そくせんそっけつ,短期間で勝負を決めること,速戦即決で問題を解決した,四字熟語,12
大胆精密,だいたんせいみつ,大胆でありながら精密なこと,大胆精密な計画で成功を収めた,四字熟語,12
探求究明,たんきゅうきゅうめい,探し求めて明らかにすること,真理の探求究明に努めた,四字熟語,3
団体精神,だんたいせいしん,団体を重視する精神,団体精神で協力し合った,四字熟語,13
知徳円満,ちとくえんまん,知恵と徳が円満なこと,知徳円満な人格者として慕われている,四字熟語,10
注意集中,ちゅういしゅうちゅう,注意を集中すること,運転中は注意集中が大切だ,四字熟語,1
忠君愛国,ちゅうくんあいこく,君主に忠義を尽くし国を愛すること,忠君愛国の精神で奉仕した,四字熟語,10
適材適所,てきざいてきしょ,その人に適した地位や職務に就かせること,適材適所の人事配置で効率が向上した,四字熟語,1
天下太平,てんかたいへい,世の中が平和なこと,天下太平な世の中を願っている,四字熟語,10
天才発想,てんさいはっそう,天才的な発想,天才発想でブレイクスルーを起こした,四字熟語,3
独創独歩,どくそうどっぽ,独創的で独自の道を歩むこと,独創独歩で新しい分野を開拓した,四字熟語,15
独立不羈,どくりつふき,独立して束縛されないこと,独立不羈の精神で生きている,四字熟語,12
二人三脚,ににんさんきゃく,二人が協力すること,夫婦二人三脚で事業を成功させた,四字熟語,2
熱血男児,ねっけつだんじ,情熱的な男性,熱血男児として青春を燃やした,四字熟語,1
発想創造,はっそうそうぞう,新しい発想と創造,発想創造で革新的な製品を開発した,四字熟語,15
反省自戒,はんせいじかい,反省して自分を戒めること,失敗を反省自戒の機会とした,四字熟語,15
美麗壮観,びれいそうかん,美しく壮大な景観,美麗壮観な自然に感動した,四字熟語,6
奮発努力,ふんぱつどりょく,奮い立って努力すること,奮発努力で目標を達成した,四字熟語,1
報恩謝徳,ほうおんしゃとく,恩に報いて徳に感謝すること,師への報恩謝徳の気持ちを忘れない,四字熟語,10
本格始動,ほんかくしどう,本格的に始動すること,プロジェクトが本格始動した,四字熟語,15
勇敢果断,ゆうかんかだん,勇敢で決断力があること,勇敢果断なリーダーシップを発揮した,四字熟語,12
有終完美,ゆうしゅうかんび,最後まで完全に美しく終えること,有終完美で任期を終えた,四字熟語,4
理想追求,りそうついきゅう,理想を追い求めること,芸術家として理想追求を続けている,四字熟語,11
良妻賢母,りょうさいけんぼ,良い妻で賢い母であること,良妻賢母として家庭を支えた,四字熟語,2
冷静客観,れいせいきゃっかん,冷静で客観的なこと,冷静客観に状況を分析した,四字熟語,3
連帯責任,れんたいせきにん,連帯して責任を負うこと,チーム全体の連帯責任である,四字熟語,13
老練熟達,ろうれんじゅくたつ,経験豊富で熟練していること,老練熟達の職人として尊敬されている,四字熟語,1
和諧協調,わかいきょうちょう,調和して協調すること,国際社会の和諧協調を目指している,四字熟語,2
愛国心豊,あいこくしんほう,愛国心が豊かなこと,愛国心豊かな青年として活動した,四字熟語,10
安心立命,あんしんりつめい,心が安らかで動じないこと,信仰によって安心立命を得た,四字熟語,8
一意専心,いちいせんしん,一つのことに心を集中すること,一意専心で研究に取り組んだ,四字熟語,1
一気呵成,いっきかせい,一気に仕上げること,一気呵成で作品を完成させた,四字熟語,1
一挙両得,いっきょりょうとく,一つの行為で二つの利益を得ること,この方法は一挙両得で効率的だ,四字熟語,4
一視同仁,いっしどうじん,すべてを平等に扱うこと,一視同仁の精神で生徒を指導した,四字熟語,10
一致協力,いっちきょうりょく,心を一つにして協力すること,全員が一致協力して成功を収めた,四字熟語,13
一分一秒,いちぶいちびょう,わずかな時間も無駄にしないこと,一分一秒を大切にして勉強した,四字熟語,5
一呼百諾,いっこひゃくだく,一声かければ多くの人が応じること,彼の人望は一呼百諾だ,四字熟語,2
一進一退,いっしんいったい,進んだり退いたりすること,交渉は一進一退を繰り返している,四字熟語,4
因果関係,いんがかんけい,原因と結果の関係,両者の因果関係を調べた,四字熟語,3
雲泥万里,うんでいばんり,天と地ほど差があること,実力の差は雲泥万里だ,四字熟語,4
永遠不変,えいえんふへん,永遠に変わらないこと,愛の永遠不変を誓った,四字熟語,9
栄華富貴,えいがふうき,栄華と富貴,栄華富貴を極めた貴族の生活,四字熟語,7
円滑進行,えんかつしんこう,滑らかに進行すること,会議の円滑進行を心がけた,四字熟語,2
黄金時代,おうごんじだい,最も栄えた時代,その分野の黄金時代と呼ばれている,四字熟語,5
温和丁寧,おんわていねい,穏やかで丁寧なこと,温和丁寧な接客で評判の店,四字熟語,2
快活明朗,かいかつめいろう,快活で明るいこと,快活明朗な性格で人気者だ,四字熟語,2
改革断行,かいかくだんこう,改革を断固として行うこと,組織の改革断行に踏み切った,四字熟語,15
科学技術,かがくぎじゅつ,科学と技術,科学技術の発展が社会を変える,四字熟語,3
確固不動,かっこふどう,確固として動かないこと,確固不動の信念を持っている,四字熟語,12
活力充実,かつりょくじゅうじつ,活力が充実していること,若い世代の活力充実に期待する,四字熟語,8
感謝感激,かんしゃかんげき,感謝し感激すること,皆様のご支援に感謝感激している,四字熟語,10
勘定高明,かんじょうこうめい,計算が巧みで明晰なこと,勘定高明な商人として成功した,四字熟語,7
企業経営,きぎょうけいえい,企業を経営すること,企業経営の難しさを痛感している,四字熟語,7
技術革新,ぎじゅつかくしん,技術を革新すること,技術革新で競争力を高めた,四字熟語,15
急転直下,きゅうてんちょっか,事態が急激に変化すること,交渉が急転直下で妥結した,四字熟語,15
共存共生,きょうぞんきょうせい,共に存在し共に生きること,自然との共存共生を大切にする,四字熟語,6
極楽浄土,ごくらくじょうど,仏教の理想的な世界,この場所は極楽浄土のようだ,四字熟語,8
勤勉刻苦,きんべんこっく,勤勉で苦労をいとわないこと,勤勉刻苦で技術を習得した,四字熟語,1
金銭万能,きんせんばんのう,金銭で何でもできると考えること,金銭万能主義には反対だ,四字熟語,7
謹言慎行,きんげんしんこう,言葉を慎み行いを慎むこと,謹言慎行で品格を保った,四字熟語,10
健全経営,けんぜんけいえい,健全に経営すること,会社の健全経営を維持している,四字熟語,7
堅実着実,けんじつちゃくじつ,確実で着実なこと,堅実着実に事業を拡大した,四字熟語,1
厳正中立,げんせいちゅうりつ,厳格に中立を保つこと,審判は厳正中立を貫いた,四字熟語,10
豪華絢爛,ごうかけんらん,非常に豪華で美しいこと,豪華絢爛な宮殿に驚嘆した,四字熟語,11
剛柔併済,ごうじゅうへいさい,剛と柔を併せ持つこと,剛柔併済の指導法で成果を上げた,四字熟語,12
国家繁栄,こっかはんえい,国家が繁栄すること,国家繁栄のため尽力している,四字熟語,4
国際協調,こくさいきょうちょう,国際的に協調すること,国際協調の精神で外交を行う,四字熟語,13
最新設備,さいしんせつび,最も新しい設備,工場に最新設備を導入した,四字熟語,15
細心注意,さいしんちゅうい,細かいところまで注意すること,細心注意で作業を進めた,四字熟語,1
最善努力,さいぜんどりょく,最善を尽くして努力すること,最善努力で任務を遂行した,四字熟語,1
三寒四温,さんかんしおん,冬の終わりから春にかけての気候変化,三寒四温の季節を迎えた,四字熟語,6
至誠通天,しせいつうてん,誠意が天に通じること,至誠通天の心で祈った,四字熟語,10
質実剛健,しつじつごうけん,飾り気がなく心身ともに強いこと,質実剛健な武士の精神,四字熟語,10
自主独立,じしゅどくりつ,自分で主体的に独立すること,自主独立の精神で国を建設した,四字熟語,12
慈悲深情,じひしんじょう,慈悲深い情け,母の慈悲深情に包まれて育った,四字熟語,9
社会貢献,しゃかいこうけん,社会に貢献すること,企業の社会貢献活動が評価された,四字熟語,10
集中豪雨,しゅうちゅうごうう,一箇所に集中して降る大雨,集中豪雨で河川が氾濫した,四字熟語,6
首尾一貫,しゅびいっかん,最初から最後まで一貫していること,首尾一貫した政策を推進した,四字熟語,12
純情無垢,じゅんじょうむく,純真で汚れがないこと,純情無垢な少女の心,四字熟語,9
商売繁盛,しょうばいはんじょう,商売が繁盛すること,新年の商売繁盛を祈願した,四字熟語,7
情熱満々,じょうねつまんまん,情熱に満ちていること,情熱満々で新事業に取り組んだ,四字熟語,1
真心一杯,まごころいっぱい,真心でいっぱいなこと,真心一杯でもてなした,四字熟語,10
進歩発展,しんぽはってん,進歩し発展すること,技術の進歩発展は目覚ましい,四字熟語,15
人情紙背,にんじょうしはい,人情が厚いこと,彼の人情紙背な性格に感動した,四字熟語,2
信頼関係,しんらいかんけい,信頼し合う関係,長年の信頼関係を大切にしている,四字熟語,2
清風明月,せいふうめいげつ,清らかな風と明るい月,清風明月の美しい夜,四字熟語,6
精神統一,せいしんとういつ,精神を統一すること,試合前に精神統一を図った,四字熟語,8
積極果敢,せっきょくかかん,積極的で果敢なこと,積極果敢に新市場に参入した,四字熟語,12
絶対安全,ぜったいあんぜん,絶対に安全であること,原発の絶対安全神話が崩れた,四字熟語,8
全面協力,ぜんめんきょうりょく,全面的に協力すること,プロジェクトに全面協力した,四字熟語,13
相互扶助,そうごふじょ,互いに助け合うこと,地域の相互扶助精神が息づいている,四字熟語,13
創造工夫,そうぞうくふう,創造的に工夫すること,創造工夫で新しい手法を開発した,四字熟語,15
即断即決,そくだんそっけつ,すぐに判断しすぐに決定すること,即断即決で危機を乗り切った,四字熟語,12
大衆迎合,たいしゅうげいごう,大衆に迎合すること,大衆迎合的な政策には疑問がある,四字熟語,2
大同団結,だいどうだんけつ,大きく団結すること,野党が大同団結して対抗した,四字熟語,13
多種多様,たしゅたよう,種類が多く様々であること,商品は多種多様に揃っている,四字熟語,15
断固決意,だんこけつい,断固とした決意,断固決意で改革を推進した,四字熟語,12
知識技能,ちしきぎのう,知識と技能,知識技能を身につけることが重要だ,四字熟語,3
着実進歩,ちゃくじつしんぽ,着実に進歩すること,毎日の着実進歩が大切だ,四字熟語,15
忠実勤勉,ちゅうじつきんべん,忠実で勤勉なこと,忠実勤勉な部下として信頼されている,四字熟語,1
天下統一,てんかとういつ,天下を統一すること,戦国武将が天下統一を目指した,四字熟語,12
天然自然,てんねんしぜん,天然で自然なこと,天然自然の美しさに魅了された,四字熟語,6
伝統継承,でんとうけいしょう,伝統を継承すること,文化の伝統継承に努めている,四字熟語,15
独立独歩,どくりつどっぽ,他に依存せず自分の道を歩むこと,独立独歩で人生を歩んでいる,四字熟語,12
努力精進,どりょくしょうじん,努力して精進すること,努力精進で技術を向上させた,四字熟語,1
内政干渉,ないせいかんしょう,他国の内政に干渉すること,内政干渉は国際法違反だ,四字熟語,10
日新月異,にっしんげつい,日々新しく月ごとに変わること,技術の日新月異な進歩,四字熟語,15
熱血奮闘,ねっけつふんとう,熱血で奮闘すること,青春時代を熱血奮闘で過ごした,四字熟語,1
能力向上,のうりょくこうじょう,能力を向上させること,研修で能力向上を図った,四字熟語,15
発明創造,はつめいそうぞう,発明し創造すること,科学者の発明創造が世界を変える,四字熟語,15
繁栄発展,はんえいはってん,繁栄し発展すること,地域の繁栄発展を願っている,四字熟語,4
美術工芸,びじゅつこうげい,美術と工芸,日本の美術工芸は世界的に評価が高い,四字熟語,11
平和共存,へいわきょうぞん,平和に共存すること,異なる民族の平和共存を目指している,四字熟語,10
勉学奮励,べんがくふんれい,学問に励むこと,勉学奮励で成績を向上させた,四字熟語,3
方向転換,ほうこうてんかん,方向を転換すること,戦略の方向転換を決断した,四字熟語,15
本格運用,ほんかくうんよう,本格的に運用すること,新システムの本格運用が始まった,四字熟語,15
万全準備,ばんぜんじゅんび,完全に準備すること,試合に向けて万全準備を整えた,四字熟語,1
無限可能,むげんかのう,無限の可能性があること,若者には無限可能性がある,四字熟語,15
明鏡止水,めいきょうしすい,心が澄み切って静かなこと,明鏡止水の境地に達した,四字熟語,8
猛烈勢力,もうれつせいりょく,猛烈な勢力,台風が猛烈勢力で接近している,四字熟語,6
友好関係,ゆうこうかんけい,友好的な関係,両国の友好関係が深まった,四字熟語,2
勇猛精進,ゆうもうしょうじん,勇ましく精進すること,勇猛精進で修行に励んだ,四字熟語,1
融通無碍,ゆうづうむげ,自由自在で障害がないこと,融通無碍な思考で問題を解決した,四字熟語,3
理想実現,りそうじつげん,理想を実現すること,長年の理想実現に向けて努力した,四字熟語,4
良心的価,りょうしんてきか,良心的な価格,良心的価格で商品を提供している,四字熟語,7
冷静沈着,れいせいちんちゃく,冷静で落ち着いていること,緊急時でも冷静沈着に対処した,四字熟語,12
老若男女,ろうにゃくなんにょ,年齢や性別を問わず全ての人,老若男女に愛される商品,四字熟語,2
和気藹々,わきあいあい,なごやかで親しみやすい雰囲気,職場は和気藹々としている,四字熟語,2
危機突破,ききとっぱ,危機を突破すること,チーム一丸となって危機突破を図った,四字熟語,12
技術水準,ぎじゅつすいじゅん,技術のレベル,この分野の技術水準は世界トップクラスだ,四字熟語,3
経済効率,けいざいこうりつ,経済的な効率,経済効率を重視した政策を実施した,四字熟語,7
健康管理,けんこうかんり,健康を管理すること,日頃の健康管理が大切だ,四字熟語,8
